review_text,review_id,cleaned_review,sentiment_score,sentiment_label,sentiment
The quality is excellent; I feel safe using it,152,quality excellent feel safe using,0.765,positive,Positive
The height is just right for cleaning and painting tasks,153,height right cleaning painting tasks,0.0,neutral,Positive
"Good product, works as expected",154,good product works expected,0.4404,positive,Positive
,155,,,neutral,Neutral
The height is just right for cleaning and painting tasks,156,height right cleaning painting tasks,0.0,neutral,Positive
Not happy with the stability; it wobbles a bit,157,not happy stability wobbles bit,-0.4585,negative,Negative
The ladder feels a bit shakyNot worth the price,158,ladder feels bit shakynot worth price,0.2263,positive,Negative
The height is just right for cleaning and painting tasks,159,height right cleaning painting tasks,0.0,neutral,Positive
The height is just right for cleaning and painting tasks,160,height right cleaning painting tasks,0.0,neutral,Positive
,161,,,neutral,Neutral
Not happy with the stability; it wobbles a bit,162,not happy stability wobbles bit,-0.4585,negative,Negative
Sturdy and reliable,163,sturdy reliable,0.0,neutral,Neutral
The ladder feels a bit shakyNot worth the price,164,ladder feels bit shakynot worth price,0.2263,positive,Negative
Easy to fold and store. Perfect for my small space!,165,easy fold store perfect small space,0.765,positive,Positive
Easy to fold and store. Perfect for my small space!,166,easy fold store perfect small space,0.765,positive,Positive
"Good product, works as expected",167,good product works expected,0.4404,positive,Positive
Easy to fold and store. Perfect for my small space!,168,easy fold store perfect small space,0.765,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",169,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
Easy to fold and store. Perfect for my small space!,170,easy fold store perfect small space,0.765,positive,Positive
Not happy with the stability; it wobbles a bit,171,not happy stability wobbles bit,-0.4585,negative,Negative
The height is just right for cleaning and painting tasks,172,height right cleaning painting tasks,0.0,neutral,Positive
good,173,good,0.4404,positive,Positive
This ladder is compact and easy to carry around,174,ladder compact easy carry around,0.4404,positive,Positive
"Some scratches were present upon delivery, but it's functional",175,scratches present upon delivery functional,0.0,neutral,Neutral
This ladder is compact and easy to carry around,176,ladder compact easy carry around,0.4404,positive,Positive
,177,,,neutral,Neutral
"Some scratches were present upon delivery, but it's functional",178,scratches present upon delivery functional,0.0,neutral,Neutral
,179,,,neutral,Neutral
The quality is excellent; I feel safe using it,180,quality excellent feel safe using,0.765,positive,Positive
The ladder feels a bit shakyNot worth the price,181,ladder feels bit shakynot worth price,0.2263,positive,Negative
The ladder feels a bit shakyNot worth the price,182,ladder feels bit shakynot worth price,0.2263,positive,Negative
The height is just right for cleaning and painting tasks,183,height right cleaning painting tasks,0.0,neutral,Positive
The quality is excellent; I feel safe using it,184,quality excellent feel safe using,0.765,positive,Positive
good,185,good,0.4404,positive,Positive
"Some scratches were present upon delivery, but it's functional",186,scratches present upon delivery functional,0.0,neutral,Neutral
,187,,,neutral,Neutral
Sturdy and reliable,188,sturdy reliable,0.0,neutral,Neutral
This ladder is compact and easy to carry around,189,ladder compact easy carry around,0.4404,positive,Positive
This ladder is compact and easy to carry around,190,ladder compact easy carry around,0.4404,positive,Positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",191,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
good,192,good,0.4404,positive,Positive
"Some scratches were present upon delivery, but it's functional",193,scratches present upon delivery functional,0.0,neutral,Neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",194,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive,Positive
